tipnames	virus.subtype	collection.date	collection.datedecimal	collection.datemonth	collection.region.name	collection.country.name	collection.country.code	collection.country.lat	collection.country.long	collection.subdiv1.name	collection.subdiv1.code	collection.subdiv1.lat	collection.subdiv1.long	collection.original	collection.tipdate	cluster.number	host.order	tiplocation_lon	tiplocation_lat
H5N6.2344b.EPI_ISL_8518000.environment.china.73.2021-12-23	H5N6	2021-12-23	2021.98	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	zhejiang	cn.zj	29.1745873279179	120.086382279697	Asia / China / Zhejiang / NA / NA	2021-12-23	profile024	environment	120.086382279697	29.1745873279179
H5N6.2344b.EPI_ISL_11208200.anseriformes.china.126.2021-12-08	H5N6	2021-12-08	2021.93	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangdong	cn.gd	23.33624359406	113.398153372919	Asia / China / Guangdong / NA / NA	2021-12-08	profile020	anseriformes	113.398153372919	23.33624359406
H5N6.2344b.EPI_ISL_16208999.na.china.126.2021-09-19	H5N6	2021-09-19	2021.72	2021-09-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangdong	cn.gd	23.33624359406	113.398153372919	Asia / China / Guangdong Province / NA / NA	2021-09-19	profile020	na	113.398153372919	23.33624359406
H5N6.NA.EPI_ISL_15613574.na.china.NA.2021-08-19	H5N6	2021-08-19	2021.63	2021-08-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangdong	cn.gd	23.33624359406	113.398153372919	NA	2021-08-19	profileNA	na	113.398153372919	23.33624359406
H5N6.2344b.EPI_ISL_6772739.galliformes.china.127.2021-08	H5N6	NA	NA	2021-08-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangdong	cn.gd	23.33624359406	113.398153372919	Asia / China / Guangdong Province / NA / NA	2021-08	profile025	galliformes	113.398153372919	23.33624359406
H5N6.2344b.EPI_ISL_6760686.galliformes.china.291.2021-06	H5N6	NA	NA	2021-06-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hebei	cn.hb	39.5182972347816	116.100714730353	Asia / China / Hebei Province / NA / NA	2021-06	profile025	galliformes	116.100714730353	39.5182972347816
H5N6.2344b.EPI_ISL_6772898.anseriformes.china.209.2021-08	H5N6	NA	NA	2021-08-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangdong	cn.gd	23.33624359406	113.398153372919	Asia / China / Guangdong Province / NA / NA	2021-08	profile020	anseriformes	113.398153372919	23.33624359406
H5N6.2344b.EPI_ISL_7457654.galliformes.china.209.2021-08	H5N6	NA	NA	2021-08-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangdong	cn.gd	23.33624359406	113.398153372919	Asia / China / Guangdong Province / NA / NA	2021-08	profile020	galliformes	113.398153372919	23.33624359406
H5N6.2344b.EPI_ISL_8517998.environment.china.73.2021-12-23	H5N6	2021-12-23	2021.98	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	zhejiang	cn.zj	29.1745873279179	120.086382279697	Asia / China / Zhejiang / NA / NA	2021-12-23	profile038	environment	120.086382279697	29.1745873279179
H5N6.2344b.EPI_ISL_11208196.anseriformes.china.126.2021-12-01	H5N6	2021-12-01	2021.92	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hunan	cn.hn	27.5978523947888	111.713471439142	Asia / China / Hunan / NA / NA	2021-12-01	profile020	anseriformes	111.713471439142	27.5978523947888
H5N6.2344b.EPI_ISL_16466440.na.china.126.2022-11-11	H5N6	2022-11-11	2022.86	2022-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hunan	cn.hn	27.5978523947888	111.713471439142	Asia / China / Hunan Province / Changsha city / NA	2022-11-11	profile020	na	111.713471439142	27.5978523947888
NA.NA.EPI_ISL_16868591.anseriformes.china.NA.2020-08-19	NA	2020-08-19	2020.63	2020-08-01	eastern asia	china	chn	36.6848135465548	103.513718494908	NA	NA	NA	NA	NA	2020-08-19	profileNA	anseriformes	103.513718494908	36.6848135465548
H5N6.NA.EPI_ISL_340832.environment.china.NA.2018-04-02	H5N6	2018-04-02	2018.25	2018-04-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangdong	cn.gd	23.33624359406	113.398153372919	NA	2018-04-02	profileNA	environment	113.398153372919	23.33624359406
H5N6.NA.EPI_ISL_6795230.anseriformes.china.NA.2018-02-01	H5N6	2018-02-01	2018.08	2018-02-01	eastern asia	china	chn	36.6848135465548	103.513718494908	NA	NA	NA	NA	NA	2018-02-01	profileNA	anseriformes	103.513718494908	36.6848135465548
H5N6.NA.EPI_ISL_707469.anseriformes.china.NA.2017-12-29	H5N6	2017-12-29	2017.99	2017-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hainan	cn.ha	19.1951323393038	109.744444609968	NA	2017-12-29	profileNA	anseriformes	109.744444609968	19.1951323393038
H7N6.NA.EPI_ISL_314050.environment.china.NA.2017-12-06	H7N6	2017-12-06	2017.93	2017-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	fujian	cn.fj	26.075276028757	117.983759853528	NA	2017-12-06	profileNA	environment	117.983759853528	26.075276028757
H5N6.NA.EPI_ISL_340815.environment.china.NA.2017-11-27	H5N6	2017-11-27	2017.9	2017-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangdong	cn.gd	23.33624359406	113.398153372919	NA	2017-11-27	profileNA	environment	113.398153372919	23.33624359406
H5N6.2344h.EPI_ISL_13295138.anseriformes.cambodia.59.2020-09-12	H5N6	2020-09-12	2020.7	2020-09-01	south-eastern asia	cambodia	khm	12.7097809911859	104.914484966688	takêv	kh.ta	10.94029429079	104.816210680991	Asia / Cambodia / Takeo / NA / NA	2020-09-12	profile010	anseriformes	104.816210680991	10.94029429079
H5N6.2344h.EPI_ISL_16209049.anseriformes.cambodia.59.2020-09-12	H5N6	2020-09-12	2020.7	2020-09-01	south-eastern asia	cambodia	khm	12.7097809911859	104.914484966688	NA	NA	NA	NA	Asia / Cambodia / NA / NA / NA	2020-09-12	profile010	anseriformes	104.914484966688	12.7097809911859
H5N6.2344h.EPI_ISL_9572754.anseriformes.vietnam.59.2020-09-29	H5N6	2020-09-29	2020.74	2020-09-01	south-eastern asia	vietnam	vnm	16.5422416723933	106.354375350692	NA	NA	NA	NA	Asia / Vietnam / NA / NA / NA	2020-09-29	profile010	anseriformes	106.354375350692	16.5422416723933
H5N6.2344h.EPI_ISL_17809476.anseriformes.vietnam.59.2021-01-29	H5N6	2021-01-29	2021.08	2021-01-01	south-eastern asia	vietnam	vnm	16.5422416723933	106.354375350692	hà nội	vn.hi	20.9988301004726	105.700157913931	Asia / Vietnam / Thu Do Ha Noi / Gia Lam / NA	2021-01-29	profile010	anseriformes	105.700157913931	20.9988301004726
H5N6.NA.EPI_ISL_18119937.anseriformes.vietnam.NA.2021-01-29	H5N6	2021-01-29	2021.08	2021-01-01	south-eastern asia	vietnam	vnm	16.5422416723933	106.354375350692	NA	NA	NA	NA	NA	2021-01-29	profile010	anseriformes	106.354375350692	16.5422416723933
H5N6.NA.EPI_ISL_4568642.na.china.NA.2021-08-07	H5N6	2021-08-07	2021.6	2021-08-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hunan	cn.hn	27.5978523947888	111.713471439142	NA	2021-08-07	profile010	na	111.713471439142	27.5978523947888
H5N6.NA.EPI_ISL_5234724.anseriformes.laos.NA.2021-03-17	H5N6	2021-03-17	2021.21	2021-03-01	south-eastern asia	laos	lao	18.4826189425148	103.803936160825	NA	NA	NA	NA	NA	2021-03-17	profileNA	anseriformes	103.803936160825	18.4826189425148
H5N6.NA.EPI_ISL_368368.na.china.NA.2018-11-06	H5N6	2018-11-06	2018.85	2018-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	NA	NA	NA	NA	NA	2018-11-06	profileNA	na	103.513718494908	36.6848135465548
H5N6.NA.EPI_ISL_337275.na.china.NA.2018-11-06	H5N6	2018-11-06	2018.85	2018-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	jiangsu	cn.js	32.9645721858222	119.470797338049	NA	2018-11-06	profileNA	na	119.470797338049	32.9645721858222
NA.NA.EPI_ISL_697392.anseriformes.china.NA.2018-05-29	NA	2018-05-29	2018.41	2018-05-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hunan	cn.hn	27.5978523947888	111.713471439142	NA	2018-05-29	profileNA	anseriformes	111.713471439142	27.5978523947888
H5N6.NA.EPI_ISL_699166.galliformes.china.NA.2018-08-28	H5N6	2018-08-28	2018.65	2018-08-01	eastern asia	china	chn	36.6848135465548	103.513718494908	anhui	cn.ah	31.8128943962267	117.235219497068	NA	2018-08-28	profileNA	galliformes	117.235219497068	31.8128943962267
H5N6.NA.EPI_ISL_697841.galliformes.china.NA.2018-12-01	H5N6	2018-12-01	2018.92	2018-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shanxi	cn.sx	37.5496375119255	112.274268590565	NA	2018-12-01	profileNA	galliformes	112.274268590565	37.5496375119255
H5N6.NA.EPI_ISL_696599.environment.china.NA.2018-11-29	H5N6	2018-11-29	2018.91	2018-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	henan	cn.he	33.8761853651454	113.614527263456	NA	2018-11-29	profileNA	environment	113.614527263456	33.8761853651454
H5N6.2344h.EPI_ISL_718266.na.china.203.2020-11-28	H5N6	2020-11-28	2020.91	2020-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	jiangsu	cn.js	32.9645721858222	119.470797338049	Asia / China / Jiangsu Provice / Nanjing / NA	2020-11-28	profile045	na	119.470797338049	32.9645721858222
H5N6.NA.EPI_ISL_18231265.anseriformes.laos.NA.2022-01-18	H5N6	2022-01-18	2022.05	2022-01-01	south-eastern asia	laos	lao	18.4826189425148	103.803936160825	NA	NA	NA	NA	NA	2022-01-18	profileNA	anseriformes	103.803936160825	18.4826189425148
H5N6.2344h.EPI_ISL_1081370.na.china.204.2020-12-22	H5N6	2020-12-22	2020.97	2020-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	anhui	cn.ah	31.8128943962267	117.235219497068	Asia / China / Anhui Province / NA / NA	2020-12-22	profile012	na	117.235219497068	31.8128943962267
H5N6.2344h.EPI_ISL_1081369.na.china.204.2021-01-02	H5N6	2021-01-02	2021	2021-01-01	eastern asia	china	chn	36.6848135465548	103.513718494908	chongqing	cn.cq	30.0551333912638	107.864488420692	Asia / China / Chongqinq Municipality / NA / NA	2021-01-02	profile012	na	107.864488420692	30.0551333912638
H5N6.NA.EPI_ISL_18231308.anseriformes.laos.NA.2022-07-13	H5N6	2022-07-13	2022.53	2022-07-01	south-eastern asia	laos	lao	18.4826189425148	103.803936160825	NA	NA	NA	NA	NA	2022-07-13	profileNA	anseriformes	103.803936160825	18.4826189425148
H5N6.NA.EPI_ISL_18231286.galliformes.laos.NA.2022-07-13	H5N6	2022-07-13	2022.53	2022-07-01	south-eastern asia	laos	lao	18.4826189425148	103.803936160825	NA	NA	NA	NA	NA	2022-07-13	profileNA	galliformes	103.803936160825	18.4826189425148
H5N6.NA.EPI_ISL_18231288.environment.laos.NA.2022-07-26	H5N6	2022-07-26	2022.56	2022-07-01	south-eastern asia	laos	lao	18.4826189425148	103.803936160825	NA	NA	NA	NA	NA	2022-07-26	profileNA	environment	103.803936160825	18.4826189425148
H5N6.2344b.EPI_ISL_6760685.anseriformes.china.61.2021-07	H5N6	NA	NA	2021-07-01	eastern asia	china	chn	36.6848135465548	103.513718494908	sichuan	cn.sc	30.6066264180489	102.711402322843	Asia / China / Sichuan Province / NA / NA	2021-07	profile012	anseriformes	102.711402322843	30.6066264180489
H5N6.2344b.EPI_ISL_11208198.anseriformes.china.61.2021-11-02	H5N6	2021-11-02	2021.84	2021-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	yunnan	cn.yn	24.9645779206387	101.495556215566	Asia / China / Yunnan / NA / NA	2021-11-02	profile012	anseriformes	101.495556215566	24.9645779206387
H5N6.2344b.EPI_ISL_11208195.anseriformes.china.73.2021-12-02	H5N6	2021-12-02	2021.92	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guizhou	cn.gz	26.8128279303549	106.867407716617	Asia / China / Guizhou / NA / NA	2021-12-02	profile010	anseriformes	106.867407716617	26.8128279303549
H5N6.2344b.EPI_ISL_11208197.anseriformes.china.73.2021-12-01	H5N6	2021-12-01	2021.92	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hunan	cn.hn	27.5978523947888	111.713471439142	Asia / China / Hunan / NA / NA	2021-12-01	profile010	anseriformes	111.713471439142	27.5978523947888
H5N6.2344b.EPI_ISL_11208193.anseriformes.china.213.2021-10-19	H5N6	2021-10-19	2021.8	2021-10-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangxi	cn.gx	23.82591453975	108.782865094166	Asia / China / Guangxi / NA / NA	2021-10-19	profile082	anseriformes	108.782865094166	23.82591453975
H5N6.2344b.EPI_ISL_6757629.anseriformes.china.290.2021-03	H5N6	NA	NA	2021-03-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangdong	cn.gd	23.33624359406	113.398153372919	Asia / China / Guangdong Province / NA / NA	2021-03	profile050	anseriformes	113.398153372919	23.33624359406
H5N6.NA.EPI_ISL_372817.anseriformes.china.NA.2016-04-16	H5N6	2016-04-16	2016.29	2016-04-01	eastern asia	china	chn	36.6848135465548	103.513718494908	NA	NA	NA	NA	NA	2016-04-16	profileNA	anseriformes	103.513718494908	36.6848135465548
H5N6.NA.EPI_ISL_18058053.anseriformes.china.NA.2021-03-12	H5N6	2021-03-12	2021.19	2021-03-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shandong	cn.sd	36.3536638777003	118.136153809721	NA	2021-03-12	profileNA	anseriformes	118.136153809721	36.3536638777003
H5N6.2344b.EPI_ISL_3770740.na.china.73.2021-07-14	H5N6	2021-07-14	2021.53	2021-07-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangxi	cn.gx	23.82591453975	108.782865094166	Asia / China / Guangxi Zhuang Autonomous Region / NA / NA	2021-07-14	profile038	na	108.782865094166	23.82591453975
H5N6.2344h.EPI_ISL_3770721.na.china.287.2021-02-27	H5N6	2021-02-27	2021.16	2021-02-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangxi	cn.gx	23.82591453975	108.782865094166	Asia / China / Guangxi Zhuang Autonomous Region / NA / NA	2021-02-27	profile010	na	108.782865094166	23.82591453975
H5N6.NA.EPI_ISL_14174522.carnivora.china.NA.2018-04-05	H5N6	2018-04-05	2018.26	2018-04-01	eastern asia	china	chn	36.6848135465548	103.513718494908	NA	NA	NA	NA	NA	2018-04-05	profileNA	carnivora	103.513718494908	36.6848135465548
H5N6.2344b.EPI_ISL_china_1.galliformes.china.314.2022-02-28	H5N6	2022-02-28	2022.16	2022-02-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shandong	cn.sd	36.3536638777003	118.136153809721	Asia / China / Shandong / NA / NA	2022-02-28	profile012	galliformes	118.136153809721	36.3536638777003
NA.NA.EPI_ISL_707373.galliformes.china.NA.2018-03-21	NA	2018-03-21	2018.22	2018-03-01	eastern asia	china	chn	36.6848135465548	103.513718494908	yunnan	cn.yn	24.9645779206387	101.495556215566	NA	2018-03-21	profileNA	galliformes	101.495556215566	24.9645779206387
H5N6.NA.EPI_ISL_18388372.galliformes.laos.NA.2021-04-20	H5N6	2021-04-20	2021.3	2021-04-01	south-eastern asia	laos	lao	18.4826189425148	103.803936160825	NA	NA	NA	NA	NA	2021-04-20	profileNA	galliformes	103.803936160825	18.4826189425148
H5N6.NA.EPI_ISL_340799.environment.china.NA.2017-11-21	H5N6	2017-11-21	2017.89	2017-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangdong	cn.gd	23.33624359406	113.398153372919	NA	2017-11-21	profileNA	environment	113.398153372919	23.33624359406
H5N6.NA.EPI_ISL_337280.na.china.NA.2017-11-17	H5N6	2017-11-17	2017.88	2017-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangxi	cn.gx	23.82591453975	108.782865094166	NA	2017-11-17	profileNA	na	108.782865094166	23.82591453975
H5N6.NA.EPI_ISL_4568643.na.china.NA.2021-09-03	H5N6	2021-09-03	2021.67	2021-09-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hunan	cn.hn	27.5978523947888	111.713471439142	NA	2021-09-03	profileNA	na	111.713471439142	27.5978523947888
H5N6.NA.EPI_ISL_18000337.na.china.NA.2022-02-27	H5N6	2022-02-27	2022.16	2022-02-01	eastern asia	china	chn	36.6848135465548	103.513718494908	jiangxi	cn.jx	27.6016362656629	115.709570895796	NA	2022-02-27	profileNA	na	115.709570895796	27.6016362656629
