tipnames	virus.subtype	collection.date	collection.datedecimal	collection.datemonth	collection.region.name	collection.country.name	collection.country.code	collection.country.lat	collection.country.long	collection.subdiv1.name	collection.subdiv1.code	collection.subdiv1.lat	collection.subdiv1.long	collection.original	collection.tipdate	cluster.number	host.order	tiplocation_lon	tiplocation_lat
H5N8.2344b.EPI_ISL_1009704.anseriformes.south_korea.16.2020-12-01	H5N8	2020-12-01	2020.92	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongnam-do	kr.gn	36.5298116066164	126.847825775926	Asia / Korea / CN / NA / NA	2020-12-01	profile002	anseriformes	126.847825775926	36.5298116066164
H5N8.2344b.EPI_ISL_1009703.anseriformes.south_korea.16.2020-12-01	H5N8	2020-12-01	2020.92	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeonggi-do	kr.kg	37.5315346337798	127.181023197189	Asia / Korea / GG / NA / NA	2020-12-01	profile002	anseriformes	127.181023197189	37.5315346337798
H5N2.2344b.EPI_ISL_1760455.anseriformes.china.286.2020-11-10	H5N2	2020-11-10	2020.86	2020-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shanxi	cn.sx	37.5496375119255	112.274268590565	Asia / China / Shanxi Province / NA / NA	2020-11-10	profile002	anseriformes	112.274268590565	37.5496375119255
H5N8.NA.EPI_ISL_14819897.anseriformes.china.NA.2020-10-16	H5N8	2020-10-16	2020.79	2020-10-01	eastern asia	china	chn	36.6848135465548	103.513718494908	ningxia hui	cn.nx	37.2602231520297	106.161545856493	NA	2020-10-16	profileNA	anseriformes	106.161545856493	37.2602231520297
H5N8.NA.EPI_ISL_16208968.anseriformes.china.NA.2020-10-16	H5N8	2020-10-16	2020.79	2020-10-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shanghai	cn.sh	31.1960430849676	121.454488171451	NA	2020-10-16	profileNA	anseriformes	121.454488171451	31.1960430849676
H5N8.2344b.EPI_ISL_4061715.falconiformes.japan.10.2021-01-28	H5N8	2021-01-28	2021.07	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hokkaido	jp.hk	43.3824165431654	142.542521870972	Asia / Japan / Hokkaido / NA / NA	2021-01-28	profile002	falconiformes	142.542521870972	43.3824165431654
H5N8.2344b.EPI_ISL_1041177.falconiformes.japan.10.2021-02-15	H5N8	2021-02-15	2021.12	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tochigi	jp.tc	36.6894768729176	139.818920628006	Asia / Japan / Tochigi / NA / NA	2021-02-15	profile002	falconiformes	139.818920628006	36.6894768729176
H5N8.2344b.EPI_ISL_16718462.gruiformes.japan.10.2021-02-05	H5N8	2021-02-05	2021.1	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / NA / NA / NA	2021-02-05	profile002	gruiformes	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_854595.galliformes.japan.10.2021-01-10	H5N8	2021-01-10	2021.02	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	chiba	jp.ch	35.5094511865639	140.198261340312	Asia / Japan / Chiba / NA / NA	2021-01-10	profile002	galliformes	140.198261340312	35.5094511865639
H5N8.2344b.EPI_ISL_854604.galliformes.japan.10.2021-01-01	H5N8	2021-01-01	2021	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	gifu	jp.gf	35.7777527627362	137.055033768037	Asia / Japan / Gifu / NA / NA	2021-01-01	profile002	galliformes	137.055033768037	35.7777527627362
H5N8.2344b.EPI_ISL_1273413.galliformes.japan.10.2020-11-25	H5N8	2020-11-25	2020.9	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hyōgo	jp.hg	35.0390049694389	134.828550655208	Asia / Japan / Hyogo / NA / NA	2020-11-25	profile002	galliformes	134.828550655208	35.0390049694389
H5N8.2344b.EPI_ISL_978900.galliformes.japan.10.2021-02-01	H5N8	2021-02-01	2021.08	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	ibaraki	jp.ib	36.3027610877484	140.318971903473	Asia / Japan / Ibaraki / NA / NA	2021-02-01	profile002	galliformes	140.318971903473	36.3027610877484
H5N8.2344b.EPI_ISL_681290.galliformes.japan.10.2020-11-07	H5N8	2020-11-07	2020.85	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagawa	jp.kg	34.217379070784	133.968927545016	Asia / Japan / Kagawa / NA / NA	2020-11-07	profile002	galliformes	133.968927545016	34.217379070784
H5N8.2344b.EPI_ISL_738057.galliformes.japan.10.2020-12-18	H5N8	2020-12-18	2020.96	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tokushima	jp.ts	33.9191788356518	134.242093496813	Asia / Japan / Tokushima / NA / NA	2020-12-18	profile002	galliformes	134.242093496813	33.9191788356518
H5N8.2344b.EPI_ISL_985193.galliformes.south_korea.10.2020-12-14	H5N8	2020-12-14	2020.95	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeongsangbuk-do	kr.kb	36.3474789243827	128.748576389097	Asia / Korea / GB / NA / NA	2020-12-14	profile002	galliformes	128.748576389097	36.3474789243827
H5N8.2344b.EPI_ISL_681283.galliformes.japan.16.2020-11-24	H5N8	2020-11-24	2020.9	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	fukuoka	jp.fo	33.5256575241002	130.666678342289	Asia / Japan / Fukuoka / NA / NA	2020-11-24	profile002	galliformes	130.666678342289	33.5256575241002
H5N8.2344b.EPI_ISL_710437.galliformes.japan.16.2020-12-06	H5N8	2020-12-06	2020.93	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	hiroshima	jp.hs	34.6052446200593	132.788104542609	Asia / Japan / Hiroshima / NA / NA	2020-12-06	profile002	galliformes	132.788104542609	34.6052446200593
H5N8.2344b.EPI_ISL_732933.galliformes.japan.16.2020-12-15	H5N8	2020-12-15	2020.95	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kochi	jp.kc	33.4223902999559	133.365333188149	Asia / Japan / Kochi / NA / NA	2020-12-15	profile002	galliformes	133.365333188149	33.4223902999559
H5N8.2344b.EPI_ISL_759855.galliformes.japan.16.2020-12-22	H5N8	2020-12-22	2020.97	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagawa	jp.kg	34.217379070784	133.968927545016	Asia / Japan / Kagawa / NA / NA	2020-12-22	profile002	galliformes	133.968927545016	34.217379070784
H5N8.2344b.EPI_ISL_854607.galliformes.japan.16.2021-01-12	H5N8	2021-01-12	2021.03	2021-01-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / Kagoshima / NA / NA	2021-01-12	profile002	galliformes	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_710445.galliformes.japan.16.2020-12-01	H5N8	2020-12-01	2020.92	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	miyazaki	jp.mz	32.1919114758892	131.298614512671	Asia / Japan / Miyazaki / NA / NA	2020-12-01	profile002	galliformes	131.298614512671	32.1919114758892
H5N8.2344b.EPI_ISL_710452.galliformes.japan.16.2020-12-05	H5N8	2020-12-05	2020.93	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	nara	jp.nr	34.3169016713112	135.871480614117	Asia / Japan / Nara / NA / NA	2020-12-05	profile002	galliformes	135.871480614117	34.3169016713112
H5N8.2344b.EPI_ISL_718113.galliformes.japan.16.2020-12-09	H5N8	2020-12-09	2020.94	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	oita	jp.ot	33.2003954700371	131.433742894646	Asia / Japan / Oita / NA / NA	2020-12-09	profile002	galliformes	131.433742894646	33.2003954700371
H5N8.2344b.EPI_ISL_718119.galliformes.japan.16.2020-12-10	H5N8	2020-12-10	2020.94	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	okayama	jp.oy	34.8921234580739	133.826171708594	Asia / Japan / Okayama / NA / NA	2020-12-10	profile002	galliformes	133.826171708594	34.8921234580739
H5N8.2344b.EPI_ISL_732944.galliformes.japan.16.2020-12-12	H5N8	2020-12-12	2020.95	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	shiga	jp.sh	35.2154079352044	136.13796072496	Asia / Japan / Shiga / NA / NA	2020-12-12	profile002	galliformes	136.13796072496	35.2154079352044
H5N8.2344b.EPI_ISL_1273440.galliformes.japan.16.2021-03-13	H5N8	2021-03-13	2021.19	2021-03-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tochigi	jp.tc	36.6894768729176	139.818920628006	Asia / Japan / Tochigi / NA / NA	2021-03-13	profile002	galliformes	139.818920628006	36.6894768729176
H5N8.2344b.EPI_ISL_718121.galliformes.japan.16.2020-12-09	H5N8	2020-12-09	2020.94	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	wakayama	jp.wk	33.9113994398813	135.506030353599	Asia / Japan / Wakayama / NA / NA	2020-12-09	profile002	galliformes	135.506030353599	33.9113994398813
H5N8.2344b.EPI_ISL_985192.galliformes.south_korea.16.2020-12-14	H5N8	2020-12-14	2020.95	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollabuk-do	kr.cb	35.7159281817874	127.140659781938	Asia / Korea / JB / NA / NA	2020-12-14	profile002	galliformes	127.140659781938	35.7159281817874
H5N8.2344b.EPI_ISL_985183.galliformes.south_korea.16.2020-12-07	H5N8	2020-12-07	2020.93	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongbuk-do	kr.gb	36.737850075983	127.830446360213	Asia / Korea / CB / NA / NA	2020-12-07	profile002	galliformes	127.830446360213	36.737850075983
H5N8.2344b.EPI_ISL_1009681.galliformes.south_korea.16.2020-12-29	H5N8	2020-12-29	2020.99	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongnam-do	kr.gn	36.5298116066164	126.847825775926	Asia / Korea / CN / NA / NA	2020-12-29	profile002	galliformes	126.847825775926	36.5298116066164
H5N8.2344b.EPI_ISL_1241004.strigiformes.japan.10.2021-02-16	H5N8	2021-02-16	2021.13	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	tochigi	jp.tc	36.6894768729176	139.818920628006	Asia / Japan / Tochigi / NA / NA	2021-02-16	profile002	strigiformes	139.818920628006	36.6894768729176
H5N8.2344b.EPI_ISL_16405650.environment.japan.10.2020-11-09	H5N8	2020-11-09	2020.86	2020-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / NA / NA / NA	2020-11-09	profile002	environment	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_17805845.environment.japan.10.2020-12-21	H5N8	2020-12-21	2020.97	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	Asia / Japan / NA / NA / NA	2020-12-21	profile002	environment	137.574137168765	37.3996665395305
H5N8.2344b.EPI_ISL_17805820.na.japan.10.2021-02-05	H5N8	2021-02-05	2021.1	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	Asia / Japan / NA / NA / NA	2021-02-05	profile002	na	137.574137168765	37.3996665395305
H5N8.2344b.EPI_ISL_17805822.na.japan.16.2021-02-01	H5N8	2021-02-01	2021.08	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	Asia / Japan / NA / NA / NA	2021-02-01	profile002	na	137.574137168765	37.3996665395305
H5N8.2344b.EPI_ISL_1009697.na.south_korea.16.2020-11-23	H5N8	2020-11-23	2020.89	2020-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollabuk-do	kr.cb	35.7159281817874	127.140659781938	Asia / Korea / JB / NA / NA	2020-11-23	profile002	na	127.140659781938	35.7159281817874
H5N8.2344b.EPI_ISL_5102449.accipitriformes.germany.1.2020-10-29	H5N8	2020-10-29	2020.83	2020-10-01	western europe	germany	deu	51.0533277435649	10.373650933319	schleswig-holstein	de.sh	54.1814850326718	9.81577342948134	Europe / Germany / Schleswig-Holstein / Nordfriesland / NA	2020-10-29	profile002	accipitriformes	9.81577342948134	54.1814850326718
H5N8.2344b.EPI_ISL_1386249.accipitriformes.sweden.1.2021-03-16	H5N8	2021-03-16	2021.2	2021-03-01	northern europe	sweden	swe	62.374013544985	16.2835241791686	gotland	se.gt	57.5128828372686	18.541723046906	Europe / Sweden / Ostergotlands Lan / Linkopings Kommun / NA	2021-03-16	profile002	accipitriformes	18.541723046906	57.5128828372686
H5N8.2344b.EPI_ISL_1719914.anseriformes.bulgaria.1.2021-02-04	H5N8	2021-02-04	2021.09	2021-02-01	eastern europe	bulgaria	bgr	42.7584172195881	25.2179149681535	pleven	bg.pv	43.4863324718956	24.6106292568625	Europe / Bulgaria / Slavyanovo / NA / NA	2021-02-04	profile002	anseriformes	24.6106292568625	43.4863324718956
H5N8.2344b.EPI_ISL_977582.anseriformes.china.1.2020-12-29	H5N8	2020-12-29	2020.99	2020-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	beijing	cn.bj	40.1838367941588	116.40878248942	Asia / China / Shandong Province / NA / NA	2020-12-29	profile002	anseriformes	116.40878248942	40.1838367941588
H5N8.2344b.EPI_ISL_7379509.anseriformes.china.1.2021-01	H5N8	NA	NA	2021-01-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangdong	cn.gd	23.33624359406	113.398153372919	Asia / China / Guangdong Province / NA / NA	2021-01	profile002	anseriformes	113.398153372919	23.33624359406
H5N8.2344b.EPI_ISL_5260421.anseriformes.china.1.2021-02-01	H5N8	2021-02-01	2021.08	2021-02-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangxi	cn.gx	23.82591453975	108.782865094166	Asia / China / Guangxi / NA / NA	2021-02-01	profile002	anseriformes	108.782865094166	23.82591453975
H5N8.2344b.EPI_ISL_5260445.anseriformes.china.1.2021-04-27	H5N8	2021-04-27	2021.32	2021-04-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hebei	cn.hb	39.5182972347816	116.100714730353	Asia / China / Hebei / NA / NA	2021-04-27	profile002	anseriformes	116.100714730353	39.5182972347816
H5N8.2344b.EPI_ISL_14836083.anseriformes.china.1.2020-11-16	H5N8	2020-11-16	2020.87	2020-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	henan	cn.he	33.8761853651454	113.614527263456	Asia / China / Henan Province / NA / NA	2020-11-16	profile002	anseriformes	113.614527263456	33.8761853651454
H5N8.2344b.EPI_ISL_5260448.anseriformes.china.1.2021-03-19	H5N8	2021-03-19	2021.21	2021-03-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hunan	cn.hn	27.5978523947888	111.713471439142	Asia / China / Hunan / NA / NA	2021-03-19	profile002	anseriformes	111.713471439142	27.5978523947888
H5N8.2344b.EPI_ISL_2685848.anseriformes.china.1.2020-11-16	H5N8	2020-11-16	2020.87	2020-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hubei	cn.hu	30.9806813015582	112.277189482252	Asia / China / Hubei Province / NA / NA	2020-11-16	profile002	anseriformes	112.277189482252	30.9806813015582
H5N8.2344b.EPI_ISL_7380253.anseriformes.china.1.2021-02	H5N8	NA	NA	2021-02-01	eastern asia	china	chn	36.6848135465548	103.513718494908	jiangsu	cn.js	32.9645721858222	119.470797338049	Asia / China / Jiangsu Provice / NA / NA	2021-02	profile002	anseriformes	119.470797338049	32.9645721858222
H5N8.2344b.EPI_ISL_5260444.anseriformes.china.1.2021-03-09	H5N8	2021-03-09	2021.18	2021-03-01	eastern asia	china	chn	36.6848135465548	103.513718494908	jiangxi	cn.jx	27.6016362656629	115.709570895796	Asia / China / Jiangxi / NA / NA	2021-03-09	profile002	anseriformes	115.709570895796	27.6016362656629
H5N8.2344b.EPI_ISL_5260451.anseriformes.china.1.2021-04-13	H5N8	2021-04-13	2021.28	2021-04-01	eastern asia	china	chn	36.6848135465548	103.513718494908	liaoning	cn.ln	41.2987124958383	122.600275282862	Asia / China / Liaoning / NA / NA	2021-04-13	profile002	anseriformes	122.600275282862	41.2987124958383
H5N8.2344b.EPI_ISL_625671.anseriformes.china.1.2020-10-17	H5N8	2020-10-17	2020.79	2020-10-01	eastern asia	china	chn	36.6848135465548	103.513718494908	nei mongol	cn.nm	44.083329648604	113.188484632426	Asia / China / Inner Mongolia Autonomous Region / NA / NA	2020-10-17	profile002	anseriformes	113.188484632426	44.083329648604
H5N8.2344b.EPI_ISL_14819900.anseriformes.china.1.2021-03-11	H5N8	2021-03-11	2021.19	2021-03-01	eastern asia	china	chn	36.6848135465548	103.513718494908	ningxia hui	cn.nx	37.2602231520297	106.161545856493	Asia / China / Ningxia Hui Autonomous Region / NA / NA	2021-03-11	profile002	anseriformes	106.161545856493	37.2602231520297
H5N8.2344b.EPI_ISL_1760450.anseriformes.china.1.2020-11-10	H5N8	2020-11-10	2020.86	2020-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shaanxi	cn.sa	35.1531910315733	108.845281415025	Asia / China / Shaanxi Province / NA / NA	2020-11-10	profile002	anseriformes	108.845281415025	35.1531910315733
H5N8.2344b.EPI_ISL_7349517.anseriformes.china.1.2021-01	H5N8	NA	NA	2021-01-01	eastern asia	china	chn	36.6848135465548	103.513718494908	sichuan	cn.sc	30.6066264180489	102.711402322843	Asia / China / Sichuan Province / NA / NA	2021-01	profile002	anseriformes	102.711402322843	30.6066264180489
H5N8.2344b.EPI_ISL_5260458.anseriformes.china.1.2021-01-23	H5N8	2021-01-23	2021.06	2021-01-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shandong	cn.sd	36.3536638777003	118.136153809721	Asia / China / Shandong / NA / NA	2021-01-23	profile002	anseriformes	118.136153809721	36.3536638777003
H5N8.2344b.EPI_ISL_977595.anseriformes.china.1.2020-12-31	H5N8	2020-12-31	2021	2020-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shanxi	cn.sx	37.5496375119255	112.274268590565	Asia / China / Sichuan Province / NA / NA	2020-12-31	profile002	anseriformes	112.274268590565	37.5496375119255
H5N8.2344b.EPI_ISL_14822756.anseriformes.china.1.2021-05-19	H5N8	2021-05-19	2021.38	2021-05-01	eastern asia	china	chn	36.6848135465548	103.513718494908	xizang	cn.xz	31.7354796576819	88.2546629070738	Asia / China / Tibet Autonomous Region / NA / NA	2021-05-19	profile002	anseriformes	88.2546629070738	31.7354796576819
H5N8.2344b.EPI_ISL_15435500.anseriformes.china.1.2021-01-21	H5N8	2021-01-21	2021.05	2021-01-01	eastern asia	china	chn	36.6848135465548	103.513718494908	yunnan	cn.yn	24.9645779206387	101.495556215566	Asia / China / Yunnan Province / Huize Black-necked Crane National Nature Reserve, Yunnan Province,China / NA	2021-01-21	profile002	anseriformes	101.495556215566	24.9645779206387
H5N8.2344b.EPI_ISL_17088884.anseriformes.china.1.2021-01-29	H5N8	2021-01-29	2021.08	2021-01-01	eastern asia	china	chn	36.6848135465548	103.513718494908	zhejiang	cn.zj	29.1745873279179	120.086382279697	Asia / China / Zhejiang Province / NA / NA	2021-01-29	profile002	anseriformes	120.086382279697	29.1745873279179
H5N8.2344b.EPI_ISL_5095336.anseriformes.germany.1.2020-12-17	H5N8	2020-12-17	2020.96	2020-12-01	western europe	germany	deu	51.0533277435649	10.373650933319	niedersachsen	de.ni	52.7642105761026	9.16783937293005	Europe / Germany / Lower Saxony / Wilhelmshaven, Stadt / NA	2020-12-17	profile002	anseriformes	9.16783937293005	52.7642105761026
H5N8.2344b.EPI_ISL_5098142.anseriformes.germany.1.2021-01-18	H5N8	2021-01-18	2021.05	2021-01-01	western europe	germany	deu	51.0533277435649	10.373650933319	rheinland-pfalz	de.rp	49.9110600051883	7.45203480158582	Europe / Germany / Rhineland-Palatinate / Rhein-Pfalz-Kreis / NA	2021-01-18	profile002	anseriformes	7.45203480158582	49.9110600051883
H5N8.2344b.EPI_ISL_5061390.anseriformes.germany.1.2020-11-03	H5N8	2020-11-03	2020.84	2020-11-01	western europe	germany	deu	51.0533277435649	10.373650933319	schleswig-holstein	de.sh	54.1814850326718	9.81577342948134	Europe / Germany / Schleswig-Holstein / Nordfriesland / NA	2020-11-03	profile002	anseriformes	9.81577342948134	54.1814850326718
H5N8.2344b.EPI_ISL_984694.anseriformes.denmark.1.2020-11-09	H5N8	2020-11-09	2020.86	2020-11-01	northern europe	denmark	dnk	55.9512996898935	10.0707816763207	nordjylland	dk.nd	57.0522607274982	9.67257639647962	Europe / Denmark / Region Nordjylland / Alborg / NA	2020-11-09	profile002	anseriformes	9.67257639647962	57.0522607274982
H5N8.2344b.EPI_ISL_984692.anseriformes.denmark.1.2020-11-07	H5N8	2020-11-07	2020.85	2020-11-01	northern europe	denmark	dnk	55.9512996898935	10.0707816763207	syddanmark	dk.sd	55.3568797999445	9.45020901930698	Europe / Denmark / Region Syddanmark / Abenra Kommune / NA	2020-11-07	profile002	anseriformes	9.45020901930698	55.3568797999445
